,open,high,low,close,adjclose,volume,ticker
2022-03-26,0.06446799635887146,0.06616199761629105,0.06400100141763687,0.06616199761629105,0.06616199761629105,977050307,TRX-USD
2022-03-27,0.0661730021238327,0.0692640021443367,0.06601499766111374,0.06916999816894531,0.06916999816894531,1325490972,TRX-USD
2022-03-28,0.06915099918842316,0.07192099839448929,0.06864500045776367,0.06908100098371506,0.06908100098371506,1246959758,TRX-USD
2022-03-29,0.06904000043869019,0.07232700288295746,0.0685880035161972,0.06938199698925018,0.06938199698925018,1007120138,TRX-USD
2022-03-30,0.06938499957323074,0.07419399917125702,0.06779800355434418,0.07308699935674667,0.07308699935674667,1790649644,TRX-USD
2022-03-31,0.07311499863862991,0.0792979970574379,0.07311499863862991,0.07387600094079971,0.07387600094079971,2057808251,TRX-USD
2022-04-01,0.07390999794006348,0.075033999979496,0.07166100293397903,0.0748940035700798,0.0748940035700798,1135129855,TRX-USD
2022-04-02,0.07489900290966034,0.07635000348091125,0.07322199642658234,0.07325000315904617,0.07325000315904617,1022431667,TRX-USD
2022-04-03,0.07323700189590454,0.07364500313997269,0.07224400341510773,0.07315800338983536,0.07315800338983536,949584135,TRX-USD
2022-04-04,0.07314600050449371,0.07314600050449371,0.069132000207901,0.07081600278615952,0.07081600278615952,1513711813,TRX-USD
2022-04-05,0.0708099976181984,0.07170499861240387,0.06940100342035294,0.0694269984960556,0.0694269984960556,1507602616,TRX-USD
2022-04-06,0.06942199915647507,0.06942199915647507,0.06326299905776978,0.06328599900007248,0.06328599900007248,1529128179,TRX-USD
2022-04-07,0.06329099833965302,0.06476999819278717,0.06301099807024002,0.06442999839782715,0.06442999839782715,971910242,TRX-USD
2022-04-08,0.0644259974360466,0.06514099985361099,0.062245000153779984,0.06251899898052216,0.06251899898052216,872570450,TRX-USD
2022-04-09,0.0625229999423027,0.06397999823093414,0.062449000775814056,0.06396599858999252,0.06396599858999252,1129762089,TRX-USD
2022-04-10,0.06396599858999252,0.06418400257825851,0.06244400143623352,0.06253500282764435,0.06253500282764435,1102729641,TRX-USD
2022-04-11,0.0625159963965416,0.06255199760198593,0.05798500031232834,0.05822699889540672,0.05822699889540672,1069383981,TRX-USD
2022-04-12,0.05824299901723862,0.06037700176239014,0.05809599906206131,0.05995599925518036,0.05995599925518036,1043273712,TRX-USD
2022-04-13,0.059946998953819275,0.061514999717473984,0.059443000704050064,0.061514999717473984,0.061514999717473984,1020106607,TRX-USD
2022-04-14,0.061503998935222626,0.061875998973846436,0.059581998735666275,0.06013200059533119,0.06013200059533119,1055022478,TRX-USD
2022-04-15,0.060134001076221466,0.06216700002551079,0.06001900136470795,0.06188900023698807,0.06188900023698807,1031895769,TRX-USD
2022-04-16,0.06189199909567833,0.06220199912786484,0.061110999435186386,0.06196000054478645,0.06196000054478645,875267945,TRX-USD
2022-04-17,0.06195500120520592,0.06285099685192108,0.06015799939632416,0.060238998383283615,0.060238998383283615,1112760166,TRX-USD
2022-04-18,0.060242000967264175,0.06162500008940697,0.059098001569509506,0.06156099960207939,0.06156099960207939,1069156318,TRX-USD
2022-04-19,0.06156099960207939,0.06356299668550491,0.06121800094842911,0.06336800009012222,0.06336800009012222,968416694,TRX-USD
2022-04-20,0.06334099918603897,0.06338799744844437,0.06193400174379349,0.06264200061559677,0.06264200061559677,982946556,TRX-USD
2022-04-21,0.06263899803161621,0.07411900162696838,0.06255500018596649,0.07145699858665466,0.07145699858665466,3205960176,TRX-USD
2022-04-22,0.0714000016450882,0.07205100357532501,0.06668200343847275,0.06678999960422516,0.06678999960422516,1803457516,TRX-USD
2022-04-23,0.06678300350904465,0.06911800056695938,0.06669999659061432,0.06765200197696686,0.06765200197696686,859038929,TRX-USD
2022-04-24,0.06765399873256683,0.06785900145769119,0.06492900103330612,0.06569699943065643,0.06569699943065643,731832317,TRX-USD
2022-04-25,0.06570199877023697,0.06573499739170074,0.06192300096154213,0.06533099710941315,0.06533099710941315,822895494,TRX-USD
2022-04-26,0.06532300263643265,0.06554699689149857,0.06176400184631348,0.06191999837756157,0.06191999837756157,759564577,TRX-USD
2022-04-27,0.06192599982023239,0.06363199651241302,0.061852000653743744,0.06322100013494492,0.06322100013494492,769914329,TRX-USD
2022-04-28,0.06321500241756439,0.06404999643564224,0.06258600205183029,0.06375200301408768,0.06375200301408768,750546636,TRX-USD
2022-04-29,0.06374400109052658,0.06966499984264374,0.06298500299453735,0.06353399902582169,0.06353399902582169,1446734275,TRX-USD
2022-04-30,0.06353799998760223,0.06516499817371368,0.06211699917912483,0.06276699900627136,0.06276699900627136,1060740399,TRX-USD
2022-05-01,0.06276500225067139,0.07149700075387955,0.061990998685359955,0.07090599834918976,0.07090599834918976,1781670101,TRX-USD
2022-05-02,0.0709030032157898,0.07339300215244293,0.06487199664115906,0.06878899782896042,0.06878899782896042,1653747358,TRX-USD
2022-05-03,0.06879399716854095,0.07485999912023544,0.06848800182342529,0.07233600318431854,0.07233600318431854,1731810530,TRX-USD
2022-05-04,0.07235100120306015,0.08625199645757675,0.07022599875926971,0.08624900132417679,0.08624900132417679,2980152527,TRX-USD
2022-05-05,0.08625400066375732,0.08911900222301483,0.07199499756097794,0.07458499819040298,0.07458499819040298,2820369694,TRX-USD
2022-05-06,0.07457999885082245,0.08778899908065796,0.0731699988245964,0.08617500215768814,0.08617500215768814,3585606184,TRX-USD
2022-05-07,0.08624300360679626,0.08788199722766876,0.08048900216817856,0.08326499909162521,0.08326499909162521,3071282411,TRX-USD
2022-05-08,0.08329500257968903,0.0908690020442009,0.08068499714136124,0.08752699941396713,0.08752699941396713,2832185588,TRX-USD
2022-05-09,0.08754999935626984,0.08782099932432175,0.07267200201749802,0.07326299697160721,0.07326299697160721,2918306329,TRX-USD
2022-05-10,0.07324700057506561,0.082055002450943,0.07203099876642227,0.07699800282716751,0.07699800282716751,2462951535,TRX-USD
2022-05-11,0.07697200030088425,0.08181499689817429,0.06363099813461304,0.07447300106287003,0.07447300106287003,4142562948,TRX-USD
2022-05-12,0.07447399944067001,0.07890400290489197,0.06612399965524673,0.06740300357341766,0.06740300357341766,2368941622,TRX-USD
2022-05-13,0.06737799942493439,0.07629299908876419,0.06675399839878082,0.07420700043439865,0.07420700043439865,1476857085,TRX-USD
2022-05-14,0.0742110013961792,0.07593200355768204,0.071042999625206,0.07250099629163742,0.07250099629163742,1027296113,TRX-USD
2022-05-15,0.07249099761247635,0.07249099761247635,0.06809499859809875,0.07235799729824066,0.07235799729824066,870741567,TRX-USD
2022-05-16,0.07236099988222122,0.07236699759960175,0.0675169974565506,0.06908799707889557,0.06908799707889557,855280675,TRX-USD
2022-05-17,0.06910700350999832,0.07359399646520615,0.06903699785470963,0.0722929984331131,0.0722929984331131,952468477,TRX-USD
2022-05-18,0.07227800041437149,0.07273200154304504,0.06955300271511078,0.07097399979829788,0.07097399979829788,882600967,TRX-USD
2022-05-19,0.07097800076007843,0.07455100119113922,0.0702420026063919,0.07360800355672836,0.07360800355672836,1024380447,TRX-USD
2022-05-20,0.07361000031232834,0.0749099999666214,0.07028400152921677,0.07135099917650223,0.07135099917650223,1027930564,TRX-USD
2022-05-21,0.07135400176048279,0.07543399930000305,0.0706079974770546,0.07406999915838242,0.07406999915838242,762864621,TRX-USD
2022-05-22,0.0740709975361824,0.0783969983458519,0.07368700206279755,0.07813099771738052,0.07813099771738052,893396754,TRX-USD
2022-05-23,0.07812800258398056,0.08227899670600891,0.07596900314092636,0.07628200203180313,0.07628200203180313,1295306336,TRX-USD
2022-05-24,0.07627999782562256,0.0826520025730133,0.07615599781274796,0.08060699701309204,0.08060699701309204,1477540632,TRX-USD
2022-05-25,0.08059599995613098,0.08596300333738327,0.08023799955844879,0.08462999761104584,0.08462999761104584,1379210475,TRX-USD
2022-05-26,0.08466500043869019,0.08624500036239624,0.07968100160360336,0.08236999809741974,0.08236999809741974,1876632595,TRX-USD
2022-05-27,0.08233600109815598,0.08343300223350525,0.07870999723672867,0.08062200248241425,0.08062200248241425,1464024903,TRX-USD
2022-05-28,0.08022300153970718,0.08244399726390839,0.07917799800634384,0.0812549963593483,0.0812549963593483,895921518,TRX-USD
2022-05-29,0.0812549963593483,0.08216000348329544,0.0788709968328476,0.08050700277090073,0.08050700277090073,744344490,TRX-USD
2022-05-30,0.08050499856472015,0.08423800021409988,0.08030799776315689,0.08325900137424469,0.08325900137424469,930393865,TRX-USD
2022-05-31,0.0832500010728836,0.08419100195169449,0.07965199649333954,0.08419100195169449,0.08419100195169449,983838110,TRX-USD
2022-06-01,0.08417200297117233,0.090939000248909,0.08218000084161758,0.08347400277853012,0.08347400277853012,1758857734,TRX-USD
2022-06-02,0.08347100019454956,0.08535099774599075,0.08140300214290619,0.08421900123357773,0.08421900123357773,1015848750,TRX-USD
2022-06-03,0.08423099666833878,0.08606000244617462,0.08067300170660019,0.08114399760961533,0.08114399760961533,806751464,TRX-USD
2022-06-04,0.0811539962887764,0.081324003636837,0.07721500098705292,0.08036699891090393,0.08036699891090393,871853678,TRX-USD
2022-06-05,0.08037000149488449,0.08242899924516678,0.07937300205230713,0.08142600208520889,0.08142600208520889,598654849,TRX-USD
2022-06-06,0.08143399655818939,0.08473899960517883,0.0812079980969429,0.0817049965262413,0.0817049965262413,779535719,TRX-USD
2022-06-07,0.08170200139284134,0.08300399780273438,0.07902699708938599,0.08201300352811813,0.08201300352811813,908038206,TRX-USD
2022-06-08,0.08200699836015701,0.08249399811029434,0.07974299788475037,0.08063700050115585,0.08063700050115585,817566177,TRX-USD
2022-06-09,0.0806410014629364,0.08173699676990509,0.08009699732065201,0.08097600191831589,0.08097600191831589,699118760,TRX-USD
2022-06-10,0.08097299933433533,0.08152200281620026,0.07892999798059464,0.07894399762153625,0.07894399762153625,768679902,TRX-USD
2022-06-11,0.07895399630069733,0.0802220031619072,0.07495500147342682,0.07594700157642365,0.07594700157642365,781940113,TRX-USD
2022-06-12,0.07598300278186798,0.0784590020775795,0.07437200099229813,0.07642299681901932,0.07642299681901932,976987397,TRX-USD
2022-06-13,0.07641000300645828,0.07650499790906906,0.061268001794815063,0.06379400193691254,0.06379400193691254,2287620588,TRX-USD
2022-06-14,0.06380400061607361,0.06456299871206284,0.05239899829030037,0.055785998702049255,0.055785998702049255,1822789352,TRX-USD
2022-06-15,0.05575399845838547,0.06352599710226059,0.04743900150060654,0.06293299794197083,0.06293299794197083,2755308725,TRX-USD
2022-06-16,0.06294000148773193,0.06529500335454941,0.05851199850440025,0.05908999964594841,0.05908999964594841,1183929294,TRX-USD
2022-06-17,0.059094998985528946,0.06272400170564651,0.05883599817752838,0.059873998165130615,0.059873998165130615,762884513,TRX-USD
2022-06-18,0.05987599864602089,0.06198899820446968,0.05723600089550018,0.06092299893498421,0.06092299893498421,1028383584,TRX-USD
2022-06-19,0.06090699881315231,0.0627330020070076,0.05879399925470352,0.06149499863386154,0.06149499863386154,852991390,TRX-USD
2022-06-20,0.061452001333236694,0.061861999332904816,0.05958599969744682,0.06115199998021126,0.06115199998021126,646782356,TRX-USD
2022-06-21,0.06114400178194046,0.06657800078392029,0.06099899858236313,0.06484600156545639,0.06484600156545639,729139975,TRX-USD
2022-06-22,0.06487499922513962,0.06561300158500671,0.06312000006437302,0.06312499940395355,0.06312499940395355,556844383,TRX-USD
2022-06-23,0.063120998442173,0.06446199864149094,0.06207000091671944,0.06374700367450714,0.06374700367450714,470843937,TRX-USD
2022-06-24,0.06374300271272659,0.06661400198936462,0.06363700330257416,0.06590099632740021,0.06590099632740021,588393543,TRX-USD
2022-06-25,0.06590600311756134,0.0661970004439354,0.0637580007314682,0.06491400301456451,0.06491400301456451,450270261,TRX-USD
2022-06-26,0.06490200012922287,0.06581799685955048,0.06414999812841415,0.06496399641036987,0.06496399641036987,429015922,TRX-USD
2022-06-27,0.06497199833393097,0.07005099952220917,0.06493400037288666,0.06707199662923813,0.06707199662923813,783335544,TRX-USD
2022-06-28,0.06706500053405762,0.068121999502182,0.06539099663496017,0.06603799760341644,0.06603799760341644,711602626,TRX-USD
2022-06-29,0.0660339966416359,0.06646899878978729,0.0641700029373169,0.0648299977183342,0.0648299977183342,633531668,TRX-USD
2022-06-30,0.06483300030231476,0.06580899655818939,0.0623369999229908,0.06475500017404556,0.06475500017404556,772177738,TRX-USD
2022-07-01,0.06479199975728989,0.06616000086069107,0.06421999633312225,0.06494399905204773,0.06494399905204773,775984995,TRX-USD
2022-07-02,0.06496799737215042,0.06537599861621857,0.06443899869918823,0.06476599723100662,0.06476599723100662,448329134,TRX-USD
2022-07-03,0.06476899981498718,0.06630700081586838,0.06256099790334702,0.06624600291252136,0.06624600291252136,593842787,TRX-USD
2022-07-04,0.06624200195074081,0.06754299998283386,0.06562300026416779,0.06723800301551819,0.06723800301551819,587238127,TRX-USD
2022-07-05,0.06724400073289871,0.06884299963712692,0.06665799766778946,0.06819400191307068,0.06819400191307068,645612237,TRX-USD
2022-07-06,0.06820300221443176,0.06844499707221985,0.06688500195741653,0.06758599728345871,0.06758599728345871,549364122,TRX-USD
2022-07-07,0.06758599728345871,0.06878100335597992,0.06633999943733215,0.06864400207996368,0.06864400207996368,602740360,TRX-USD
2022-07-08,0.06864199787378311,0.06965000182390213,0.06774500012397766,0.06902199983596802,0.06902199983596802,642392688,TRX-USD
2022-07-09,0.06902900338172913,0.07118699699640274,0.06902900338172913,0.06983300298452377,0.06983300298452377,523762966,TRX-USD
2022-07-10,0.06983499974012375,0.06993299722671509,0.06728500127792358,0.06764700263738632,0.06764700263738632,536501465,TRX-USD
2022-07-11,0.06762699782848358,0.06767400354146957,0.06458800286054611,0.06471800059080124,0.06471800059080124,501527155,TRX-USD
2022-07-12,0.06471700221300125,0.06568200141191483,0.0645349994301796,0.06464400142431259,0.06464400142431259,522121126,TRX-USD
2022-07-13,0.06464599817991257,0.06624399870634079,0.06377200037240982,0.0662430003285408,0.0662430003285408,647000670,TRX-USD
2022-07-14,0.06624399870634079,0.06739000231027603,0.06518000364303589,0.06688199937343597,0.06688199937343597,550380240,TRX-USD
2022-07-15,0.06687700003385544,0.06780499964952469,0.06659100204706192,0.06707099825143814,0.06707099825143814,480306925,TRX-USD
2022-07-16,0.06707199662923813,0.06923100352287292,0.06615000218153,0.06889700144529343,0.06889700144529343,536372612,TRX-USD
2022-07-17,0.0689070001244545,0.06927300244569778,0.06742200255393982,0.06742700189352036,0.06742700189352036,487931457,TRX-USD
2022-07-18,0.0674310028553009,0.07051700353622437,0.06735199689865112,0.0690779983997345,0.0690779983997345,695038392,TRX-USD
2022-07-19,0.0690390020608902,0.06970000267028809,0.0677499994635582,0.06914199888706207,0.06914199888706207,673459607,TRX-USD
2022-07-20,0.06914299726486206,0.07026299834251404,0.06748700141906738,0.06760500371456146,0.06760500371456146,620662504,TRX-USD
2022-07-21,0.06760600209236145,0.06823000311851501,0.06655500084161758,0.06803199648857117,0.06803199648857117,513203358,TRX-USD
2022-07-22,0.06802800297737122,0.06902799755334854,0.06671600043773651,0.06705400347709656,0.06705400347709656,467189246,TRX-USD
2022-07-23,0.06704799830913544,0.06786099821329117,0.06612800061702728,0.06695900112390518,0.06695900112390518,425003130,TRX-USD
2022-07-24,0.06695999950170517,0.06777200102806091,0.066771000623703,0.06694400310516357,0.06694400310516357,436083112,TRX-USD
2022-07-25,0.06694799661636353,0.0669889971613884,0.0638360008597374,0.06385499984025955,0.06385499984025955,522131861,TRX-USD
2022-07-26,0.06383500248193741,0.06533899903297424,0.06313800066709518,0.06533899903297424,0.06533899903297424,470056536,TRX-USD
2022-07-27,0.06534100323915482,0.06866499781608582,0.065140001475811,0.06866499781608582,0.06866499781608582,583569484,TRX-USD
2022-07-28,0.0686660036444664,0.07030300050973892,0.06763599812984467,0.06975600123405457,0.06975600123405457,681131771,TRX-USD
2022-07-29,0.069752998650074,0.07165800034999847,0.06844999641180038,0.06928999722003937,0.06928999722003937,697922778,TRX-USD
2022-07-30,0.06929100304841995,0.0711589977145195,0.06911800056695938,0.06914299726486206,0.06914299726486206,558691097,TRX-USD
2022-07-31,0.06915099918842316,0.07076200097799301,0.068743996322155,0.06894300132989883,0.06894300132989883,492358498,TRX-USD
2022-08-01,0.06893599778413773,0.07134900242090225,0.06840900331735611,0.06993699818849564,0.06993699818849564,496002227,TRX-USD
2022-08-02,0.06993900239467621,0.0704059973359108,0.06792499870061874,0.06837300211191177,0.06837300211191177,494878828,TRX-USD
2022-08-03,0.06837700307369232,0.06916899979114532,0.06741800159215927,0.06782499700784683,0.06782499700784683,372209995,TRX-USD
2022-08-04,0.06782300025224686,0.06942600011825562,0.06769700348377228,0.06894399970769882,0.06894399970769882,388332214,TRX-USD
2022-08-05,0.06893900036811829,0.07005699723958969,0.06835000216960907,0.06982800364494324,0.06982800364494324,354133861,TRX-USD
2022-08-06,0.06982800364494324,0.07054699957370758,0.0694269984960556,0.06947200000286102,0.06947200000286102,292783849,TRX-USD
2022-08-07,0.06947900354862213,0.07020000368356705,0.06920900195837021,0.06963299959897995,0.06963299959897995,280333476,TRX-USD
2022-08-08,0.06963299959897995,0.07101300358772278,0.06962300091981888,0.07011000066995621,0.07011000066995621,330352594,TRX-USD
